´úÂë,2.²úÆ·´úÂë1,2.²úÆ·´úÂë2,2.²úÆ·´úÂë3,2.²úÆ·´úÂë4,2.²úÆ·´úÂë5,5.¼ÆÁ¿µ¥Î»1,5.¼ÆÁ¿µ¥Î»2,5.¼ÆÁ¿µ¥Î»3,5.¼ÆÁ¿µ¥Î»4,5.¼ÆÁ¿µ¥Î»5,6.Êµ¼Ê²úÁ¿1,6.Êµ¼Ê²úÁ¿2,6.Êµ¼Ê²úÁ¿3,6.Êµ¼Ê²úÁ¿4,6.Êµ¼Ê²úÁ¿5,2.Ô­¸¨²ÄÁÏ´úÂë1,2.Ô­¸¨²ÄÁÏ´úÂë2,2.Ô­¸¨²ÄÁÏ´úÂë3,2.Ô­¸¨²ÄÁÏ´úÂë4,2.Ô­¸¨²ÄÁÏ´úÂë5,3.¼ÆÁ¿µ¥Î»1,3.¼ÆÁ¿µ¥Î»2,3.¼ÆÁ¿µ¥Î»3,3.¼ÆÁ¿µ¥Î»4,3.¼ÆÁ¿µ¥Î»5,4.Êµ¼ÊÊ¹ÓÃÁ¿1,4.Êµ¼ÊÊ¹ÓÃÁ¿2,4.Êµ¼ÊÊ¹ÓÃÁ¿3,4.Êµ¼ÊÊ¹ÓÃÁ¿4,4.Êµ¼ÊÊ¹ÓÃÁ¿5,6.Áò·Ý£¨Ô­Ãº£©,6.Áò·Ý£¨Ï´¾«Ãº£©,6.Áò·Ý£¨ÆäËûÏ´Ãº£©,6.Áò·Ý£¨ÐÍÃº£©,6.Áò·Ý£¨½¹Ì¿£©,6.Áò·Ý£¨½¹Â¯ÃºÆø£©,6.Áò·Ý£¨¸ßÂ¯ÃºÆø£©,6.Áò·Ý£¨ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯Ê¯ÓÍÆø*£©,6.Áò·Ý£¨Á¶³§¸ÉÆø*£©,6.Áò·Ý£¨Ô­ÓÍ*£©,6.Áò·Ý£¨ÆûÓÍ*£©,6.Áò·Ý£¨ÃºÓÍ*£©,6.Áò·Ý£¨²ñÓÍ*£©,6.Áò·Ý£¨È¼ÁÏÓÍ*£©,6.Áò·Ý£¨ÆäËûÈ¼ÁÏ*£©,7.»Ò·Ý£¨Ô­Ãº£©,7.»Ò·Ý£¨Ï´¾«Ãº£©,7.»Ò·Ý£¨ÆäËûÏ´Ãº£©,7.»Ò·Ý£¨ÐÍÃº£©
520111003000G166698153800,1810,,,,,Ì×,,,,,8000,,,,,176103,,,,,Ã×,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
520111003000G168397526000,35711030,,,,,Ì¨,,,,,3000000,,,,,351101,351203,,,,¶Ö,¶Ö,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,
520111003000G168398178300,30603001,,,,,¶Ö,,,,,12,,,,,282204,,,,,¶Ö,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,
520111003000G168842187300,30603001,,,,,¶Ö,,,,,20,,,,,311103,,,,,¶Ö,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
520111003000G1L0327127100,10110109,,,,,¶Ö,,,,,20000,,,,,101103,,,,,¶Ö,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,
520111003001G121456264X00,27401108,27404603,,,,¶Ö,¶Ö,,,,8.79,3.64,,,,,,,,,¶Ö,¶Ö,¶Ö,,,3.7,5.15,3.6,,,,,,,,,,,,,,,,,,,,,,,
520111003200G121456007000,461001,,,,,Á¢·½Ã×,,,,,8860000,,,,,461001,,,,,Íò¶Ö,,,,,921,,,,,,,,,,,,,,,,,,,,,,,,,
520111003200G162241538200,26721001,26722001,,,,¶Ö,¶Ö,,,,33.75,15.75,,,,,,,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,9838,9058,9980,9698,9336,,,,,,,,,,,,,,,,,,,,,
520111003200G162243270500,15221011,,,,,Ç§Éý,,,,,1200,,,,,152201,152202,,461002,,Ç§¿Ë,¶Ö,Ç§¿Ë,¶Ö,,112000,24,100,1000,,5,,,,,,,,,,,,,,,,,22,,,
520111003201 G167542259400,36145005,36145006,,,,Ì¨,Ì¨,,,,210,15,,,,312301,312303,261313,324006,,¶Ö,¶Ö,¶Ö,¶Ö,,23,12,2,1,,,,,,,,,,,,,,,,,,,,,,
520111003201G121450633000,3615603001,,,,,Ì¨,,,,,200,,,,,362501,372302,,,,¶Ö,¶Ö,,,,14,220,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G121452245300,36112004,,,,,Ì¨,,,,,1400,,,,,361101,351209,351304,,,¶Ö,¶Ö,¶Ö,,,4000,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,
520111003201G121456006200,31342050,,,,,Ç§¿Ë,,,,,20000,,,,,313401,,,,,¶Ö,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G121456239100,37254099,,,,,Ç§¿Ë,,,,,6206,,,,,372503,,,314802,351304,¶Ö,¶Ö,¿é,¶Ö,Ç§¿Ë,110,12,20000,8,100,,,,,,,,,,,,,,,,,,,,,
520111003201G121456861100,37254099,,,,,Ç§¿Ë,,,,,15000,,,,,372501,405912,,351304,,¶Ö,¶Ö,Ã×,¶Ö,,7.5,3,15000,0.7,,,,,,,,,,,,,,,,,,,,,,
520111003201G168397053100,1015,,,,,Á¢·½Ã×,,,,,4000,,,,,101101,,,,,Á¢·½Ã×,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G168842235800,8020102,,,,,¶Ö,,,,,9,,,,,313501,,,,,Íò¶Ö,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G170950803900,10110109,,,,,¶Ö,,,,,25000,,,,,101103,,,,,¶Ö,,,,,290000,,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G170950830900,10110109,10110109,,,,¶Ö,¶Ö,,,,15000,15000,,,,101103,,,,,¶Ö,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G171436713800,3111201099,,,,,¶Ö,,,,,244000,,,,,101101,313102,263129,,,¶Ö,¶Ö,¶Ö,,,190000,26000,24000,,,2.4,,,,,,,,,,,,,,,,,24,,,
520111003201G172210200900,3721200105,3721200103,,,,Á¾,Á¾,,,,2086,210,,,,372103,372105,,,,¶Ö,¶Ö,,,,4520,90.647,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G176139179800,34461010,,,,,Ç§¿Ë,,,,,300000,,,,,358201,,,,,¶Ö,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,
520111003201G176607125900,13201121,,,,,¶Ö,,,,,4000,,,,,132001,132002,,,,¶Ö,¶Ö,¶Ö,¶Ö,,2000,1500,300,200,,,,,,,,,,,,,,,,0.7,,,,,,
520111003201G178976992400,37254007,,,,,Ç§¿Ë,,,,,2000,,,,,371102,314201,374103,,,¶Ö,Æ½·½Ã×,Ã×,¸ö,¸ö,40,12000,6000,28000,60000,,,,,,,,,,,,,,,,,,,,,
520111003202 G168398237200,30603003,,,,,¶Ö,,,,,165,,,,,432003,,,,,ÍòÖ»,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,
520111003202G168397539100,101101,,,,,¶Ö,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111003203G121442403600,27401108,,,,,¶Ö,¶Ö,¶Ö,,,42.46,0.48,15.95,,,,,,,,¶Ö,¶Ö,¶Ö,Ç§¿Ë,Ç§¿Ë,43,1.5,47,240,159.45,,,,,,,,,,,,,,,,,,,,,
520111003203G121442424700,2740,,,,,¶Ö,,,,,18.9,,,,,274001,,,,,¶Ö,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,
520111003203G121449300700,2762311010,2762311001,,,,Ç§¿Ë/ºÁÉý,Ç§¿Ë/ºÁÉý,,,,5500,3000,,,,,,,,,¶Ö,¶Ö,,,,210,280,,,,5,,,,,,,,,,,,,,,,,22,,,
520111003203G1520111G0007,1430704199,,,,,¶Ö,,,,,28.8,,,,,143901,134004,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,20,4,0.66,0.15,0.5,,,,,,,,,,,,,,,,,,,,,
520111003203G162221318200,369130,,,,,Ì¨,,,,,4,,,,,369101,369104,341103,,,¶Ö,¶Ö,¶Ö,,,21,13,0.6,,,,,,,,,,,,,,,,,,,,,,,
520111003204G121452080200,23120101,23120103,23120108,,,±¾¨M¶Ö,±¾¨M¶Ö,±¾¨M¶Ö,,,34000000,2000000,4000,,,222301,406202,,,,¶Ö,¶Ö,,,,1500,6,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G121456060100,3111201099,,,,,¶Ö,,,,,85790,,,,,101101,266646,,,,¶Ö,¶Ö,,,,64126,12436,,,,2.3,,,,,,,,,,,,,,,,,22,,,
520111003204G121456851500,3144304002,,,,,Ç§¿Ë,,,,,1127000,,,,,,313203,406129,,314502,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,201,302,161,181,302,2.72,,,,,,,,,,,,,,,,,14.69,,,
520111003204G1520111G0005,3726,,,,,Á¾,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G166299847100,203203,,,,,¼þ,,,,,1000,,,,,351101,,,,,¶Ö,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G167542803x00,301010,22300103,,,,¶Ö,¶Ö,,,,150,5,,,,266620,,,,,¶Ö,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G168015148500,266143,,,,,¶Ö,¶Ö,,,,4000,10000,,,,,405912,,,,¶Ö,¶Ö,¶Ö,,,840,2000,3000,,,,,,,,,,,,,,,,,,,,,,,
520111003204G168395848700,39249001,,,,,Ç§¿Ë,,,,,80000,,,,,358201,,,,,¶Ö,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G168399900000,355290,,,,,Ç§¿Ë,,,,,3,,,,,351101,,,,,¶Ö,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G168841413900,3625,,,,,Ì×/Ç§¿Ë,,,,,20,,,,,311103,,,,,¶Ö,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G169273811x00,36122002,,,,,Ì¨,,,,,30,,,,,351101,,351102,,,¶Ö,¶Ö,¶Ö,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,
520111003204G170963858900,14105101,,,,,¶Ö,,,,,40,,,,,141901,134004,,,461001,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,36,3.5,1,0.1,1,,,,,,,,,,,,,,,,,,,,,
520111003204G177532722800,3726,,,,,Á¾,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111003204G177534756000,392490,39249099,,,,Ç§¿Ë,Ç§¿Ë,,,,500,5000,,,,361101,406105,431003,,,¶Ö,¶Ö,Ã×,Ì¨,,50,3,4000,4000,,,,,,,,,,,,,,,,,,,,,,
520111003204G1L0327127100,10110109,,,,,¶Ö,,,,,30000,,,,,101103,,,,,¶Ö,,,,,34800,,,,,,,,,,,,,,,,,,,0.7,,,,,,
520111003204G1X2223934000,1371604199,,,,,¶Ö,,,,,40,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,47,0.3,0.5,0.05,7,,,,,,,,,,,,,,,,,,,,,
520111003205G121441832200,27404399,27402408,27402408,27405808,27406303,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,2.5,1.4,2.3,2.5,42,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,1.5,1.2,0.6,0.5,2.9,,,,,,,80,,,,,,,,,,,,,,
520111003205G121456032900,3111201099,,,,,¶Ö,,,,,65381.52,,,,,101101,266646,263129,313501,,¶Ö,¶Ö,¶Ö,¶Ö,,56102.28,7046.1,4610.23,1307.63,,5,,,,,,,,,,,,,,,,,22,,,
520111003205G1520111G0006,14105101,,,,,¶Ö,,,,,50,,,,,141901,134004,,,461001,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,40,4,6,2,6,,,,,,,,,,,,,,,,,,,,,
520111003205G1520111G0008,13924001,,,,,¶Ö,,,,,4.5,,,,,139201,461001,,,,¶Ö,¶Ö,,,,4.5,5,,,,5,,,,,,,,,,,,,,,,,22,,,
520111003205G167071541900,132011,,,,,¶Ö,,,,,570,,,,,132002,149402,149402,,,¶Ö,¶Ö,¶Ö,,,399,57,114,,,,,,,,,,,,,,,,,,,,,,,
520111003205G167074778700,,,,,,Ì¨,,,,,1000,,,,,314201,266507,371402,311103,,¶Ö,ÕÅ,Ì×,¶Ö,,1200,500,1200,3.5,,,,,,,,,,,,,,,,,,,,,,
520111003205G168395474200,30603001,,,,,¶Ö,,,,,17053,,,,,406156,,,,,Ç§¿Ë,,,,,12470,,,,,,,,,,,,,,,,,,,,,,,,,
520111003205G169270061300,303051,,,,,¶Ö,,,,,600,,,,,266619,,,,,¶Ö,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,
520111003205G1L0329397200,14105101,,,,,¶Ö,,,,,1200,,,,,141901,134004,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,840,240,100,20,0.4,,,,,,,,,,,,,,,,,,,,,
520111003205G1L1287317800,3726,,,,,Á¾,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111101000G1520111G0333,1392,,,,,¹«½ï,,,,,10000,,,,,133102,,,,,¹«½ï,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,
520111101001G1520111G0188,14301101,,,,,¶Ö,,,,,36.5,,,,,143102,461001,,,,¶Ö,¶Ö,,,,26,3,,,,,,,,,,,,,,,,,,,,,,,,
520111101001G1520111G0192,13920102,,,,,¶Ö,,,,,20.8,,,,,139201,461001,,,,¶Ö,¶Ö,,,,6.8,21,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101001G1520111G0197,1461251101,,,,,¶Ö,,,,,34,,,,,146201,461001,,,,¶Ö,¶Ö,,,,30,32,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101001G1520111G0199,13920102,,,,,¶Ö,,,,,223,,,,,139201,461001,,,,¶Ö,¶Ö,,,,73,260,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101001G1520111G0223,13920102,,,,,¶Ö,,,,,44.6,,,,,139201,461001,,,,¶Ö,¶Ö,,,,14.6,50,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101001G1520111G0224,13920102,,,,,¶Ö,,,,,45,,,,,139201,461001,,,,¶Ö,¶Ö,,,,15,53,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101001G1520111G0225,13920102,,,,,¶Ö,,,,,44.6,,,,,139201,461001,,,,¶Ö,¶Ö,,,,14.6,50,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101001G166299855100,13754302,,,,,¶Ö,,,,,30,,,,,137006,461001,,,,¶Ö,¶Ö,,,,4,27,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101002G1520111G0191,,,,,,¶Ö,,,,,7.3,,,,,152204,152301,,,,¶Ö,¶Ö,¶Ö,,,2,5.5,0.3,,,5,,,,,,,,,,,,,,,,,22,,,
520111101002G1520111G0194,,,,,,¶Ö,,,,,12,,,,,152204,152301,,,,¶Ö,¶Ö,¶Ö,,,3,10,0.6,,,5,,,,,,,,,,,,,,,,,22,,,
520111101002G1520111G0222,13924001,,,,,¶Ö,,,,,7.4,,,,,139201,461001,,,,¶Ö,¶Ö,,,,3,7,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101002G1520111G0226,13402099,,,,,¶Ö,,,,,14.6,,,,,152204,152301,,,,¶Ö,¶Ö,¶Ö,,,3,12,0.7,,,5,,,,,,,,,,,,,,,,,22,,,
520111101201G1520111G0190,13920102,,,,,¶Ö,,,,,66,,,,,139201,461001,,,,¶Ö,¶Ö,,,,22,60,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101201G1520111G0193,13920102,,,,,¶Ö,,,,,48,,,,,139201,461001,,,,¶Ö,¶Ö,,,,18,57,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101201G1520111G0195,,,,,,¶Ö,,,,,2.5,,,,,152204,152301,,,,¶Ö,¶Ö,¶Ö,,,0.5,3,0.12,,,5,,,,,,,,,,,,,,,,,22,,,
520111101201G1520111G0196,,,,,,¶Ö,,,,,2,,,,,152301,152204,,,,¶Ö,¶Ö,¶Ö,,,1.5,1,0.1,,,5,,,,,,,,,,,,,,,,,22,,,
520111101201G1520111G0205,1371405105,,,,,¶Ö,,,,,120,,,,,137011,461001,,,,¶Ö,¶Ö,,,,200,50,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101201G1520111G0206,14301502,,,,,¶Ö,,,,,72,,,,,143101,461001,,,,¶Ö,¶Ö,,,,46,30,,,,,,,,,,,,,,,,,,,,,,,,
520111101201G1520111G0282,10110102,,,,,¶Ö,,,,,27000,,,,,101103,,,,,¶Ö,,,,,31320,,,,,,,,,,,,,,,,,,,0.5,,,,,,
520111101201G177055416500,1461401101,1371405199,,,,¶Ö,¶Ö,,,,6.8,52,,,,137012,461001,,,,¶Ö,¶Ö,¶Ö,¶Ö,,8.6,50,1.5,7.5,,5,,,,,,,,,,,,,,,,,22,,,
520111101202G121445564100,31443020,,,,,Ç§¿Ë/¸ö,,,,,19016000,,,,,314403,314401,324037,314404,314705,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,4767,8778.48,2872.9,2700.55,2070,5,,,,,,,,,,,,,,,,,22,,,
520111101202G1520111G0189,13920102,,,,,¶Ö,,,,,134.5,,,,,139201,461001,,,,¶Ö,¶Ö,,,,34.5,150,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101202G1520111G0200,13920102,,,,,¶Ö,,,,,305,,,,,139201,461001,,,,¶Ö,¶Ö,,,,105,360,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101202G1520111G0220,13920102,,,,,¶Ö,,,,,44.7,,,,,139201,461001,,,,¶Ö,¶Ö,,,,14.7,52,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101203G1520111G0182,13924002,1371405199,,,,¶Ö,¶Ö,,,,50,10,,,,139201,137009,,,,¶Ö,¶Ö,,,,50,12,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101203G1520111G0198,3726,,,,,Á¾,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111101203G1520111G0207,13920102,,,,,¶Ö,,,,,33,,,,,139201,461001,,,,¶Ö,¶Ö,,,,11,35,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101203G1520111G0208,3726,,,,,Á¾,,,,,288,,,,,,,,,,Ç§¿Ë,¶Ö,¸ö,¿é,,120,0.8,20,80,,,,,,,,,,,,,,,,,,,,,,
520111101203G1520111G0221,14301502,,,,,¶Ö,,,,,91.5,,,,,143101,461001,,,,¶Ö,¶Ö,,,,73,30,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101203G1520111G0227,3726,,,,,Á¾,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111101203G1520111G0228,3726,,,,,Á¾,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111101203G172218863100,2611561101,,,,,¶Ö,,,,,550,,,,,267104,266518,,,,¶Ö,¶Ö,,,,340,540,,,,5,,,,,,,,,,,,,,,,,22,,,
520111101203G178017952200,1371405199,,,,,¶Ö,,,,,36.5,,,,,137009,,,,,¶Ö,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
520111101203G1L0327474700,1461211101,,,,,¶Ö,,,,,14,,,,,146201,461001,,,,¶Ö,¶Ö,¶Ö,,,2.5,15,0.3,,,5,,,,,,,,,,,,,,,,,22,,,
520111101204G121456067900,3111203303,,,,,¶Ö,,,,,16171,,,,,101101,266646,312303,,,¶Ö,¶Ö,¶Ö,,,12613,1617,808,,,5,,,,,,,,,,,,,,,,,22,,,
520111101204G122100393200,10110102,,,,,¶Ö,,,,,33600,,,,,101103,,,,,¶Ö,,,,,38976,,,,,,,,,,,,,,,,,,,0.5,,,,,,
520111101204G175535061500,1371405199,,,,,¶Ö,,,,,6000,,,,,137009,137012,461001,,,¶Ö,¶Ö,¶Ö,¶Ö,,6000,3600,2500,120,,5,,,,,,,,,,,,,,,,,22,,,
520111101209G1l0329835100,1530605101,1530351101,,,,¶Ö,¶Ö,,,,60,20,,,,153304,153902,461001,,,¶Ö,¶Ö,¶Ö,,,5.5,1.5,80,,,,,,,,,,,,,,,,,,,,,,,
520111101211G1520111G0209,10110102,,,,,¶Ö,,,,,14400,,,,,101103,,,,,¶Ö,,,,,16704,,,,,,,,,,,,,,,,,,,0.5,,,,,,
520111102000G166297226300,3552,,,,,¼þ,,,,,4000,,,,,322008,,,,,¶Ö,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
520111102000G168019256X00,,,,,,¸ö,,,,,2010,,,,,351101,,,,,¶Ö,Ç§¿Ë,,,,15,30,,,,,,,,,,,,,,,,,,,,,,,,
520111102000G191445790400,2230010101,,,,,¶Ö,,,,,18,,,,,202907,,,,,¶Ö,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
520111102002G174112986400,26203020,,,,,¶Ö,,,,,2000,,,,,,262405,262406,262404,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,600,250,360,10,700,5,,,,,,,,,,,,,,,,,22,,,
520111102201G1520111G0111,14101102,14105101,,,,¶Ö,¶Ö,,,,1,1,,,,141101,139301,142101,,,¶Ö,¸ö,¶Ö,,,1,6000,0.6,,,,,,,,,,,,,,,,,,,,,,,
520111102201G1520111G0123,14301101,,,,,¶Ö,,,,,15,,,,,143102,461001,,,,¶Ö,¶Ö,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,
520111102201G1520111G0124,14301502,,,,,¶Ö,,,,,2,,,,,143101,461001,,,,¶Ö,¶Ö,,,,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,
520111102201G172213890900,3134103002,,,,,Æ½·½Ã×/Ç§¿Ë,,,,,24300,,,,,313401,313405,313407,313408,,¹«½ï,¶Ö,¶Ö,Ã×,¹«½ï,23694,45,2.35,25062,5568,5,,,,,,,,,,,,,,,,,22,,,
520111102202G1520111G0176,3726,,,,,Á¾,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520111102202G162243283600,31443040,,,,,Ç§¿Ë/¸ö,,,,,2820000,,,,,314401,314705,314403,331602,314502,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,1000,1060,407,51,500,2.72,,,,,,,,,,,,,,,,,14.69,,,
520111102202G170950814300,15231199,1461211101,,,,Ç§Éý,¶Ö,,,,50,300,,,,152301,132002,,,,¶Ö,¶Ö,¶Ö,¶Ö,,7,37,22,48,,5,,,,,,,,,,,,,,,,,22,,,
520111102202G176135733800,37251090,,,,,Ç§¿Ë,,,,,680000,,,,,372501,,,,,¶Ö,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,
520111102203G1520111G0172,10110102,,,,,¶Ö,,,,,40000,,,,,101103,,,,,Íò¶Ö,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
520111102203G1520111G0173,10110102,,,,,¶Ö,,,,,30000,,,,,101103,,,,,Íò¶Ö¶Ö,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
520111102204G1520111G0174,10110102,,,,,¶Ö,,,,,40000,,,,,101103,,,,,Íò¶Ö,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
520111102204G166296626900,,,,,,¶Ö,,,,,5400,,,,,312301,142102,175701,313405,,¶Ö,¶Ö,¶Ö,¶Ö,,4434.54,30,30,940,,,,,,,,,,,,,,,,,,,,,,
520111102204G173096125X00,141051,,,,,¶Ö,,,,,20,,,,,141901,142101,,461001,,¶Ö,¶Ö,¶Ö,¶Ö,,12,5,2.5,2,,5,,,,,,,,,,,,,,,,,22,,,
520111102205G121456577900,3354101105,3352101005,,,,Ç§¿Ë,Ç§¿Ë,,,,24000,156000,,,,334006,334003,,,,¶Ö,¶Ö,,,,160,32,,,,,,,,,,,,,,,,,,,,,,,,
520111102205G1520111G0171,10110102,,,,,¶Ö,,,,,30000,,,,,101103,,,,,Íò¶Ö,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
520111102205G1520111G0175,10110102,,,,,¶Ö,,,,,40000,,,,,101103,,,,,Íò¶Ö,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
520111102205G1L1289042900,10110102,,,,,¶Ö,,,,,75000,,,,,101103,,,,,Íò¶Ö,,,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,
520111102206G1520111G0113,2110030299,,,,,¼þ,,,,,420,,,,,202904,,,,,Á¢·½Ã×,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,
520111102211G121456427400,31753001,31753003,,,,Ç§¿Ë,Ç§¿Ë,,,,644000,1600,,,,,,,,,Ã×,¶Ö,¶Ö,,,900000,185,85,,,5,,,,,,,,,,,,,,,,,22,,,
520111201000G1520111G4300,13201141,,,,,¶Ö,,,,,60,,,,,133102,,,,,¶Ö,,,,,60,,,,,5,,,,,,,,,,,,,,,,,22,,,
520111201000G167074445500,1320112101,1320112101,,,,¶Ö,¶Ö,,,,930,150,,,,132002,149402,,,,¶Ö,¶Ö,,,,945,137,,,,,,,,,,,,,,,,,,,,,,,,
520111201000G168844127600,22300401,22300403,,,,¶Ö,¶Ö,,,,102000,40000,,,,222301,202908,,,,¶Ö,¶Ö,¶Ö,,,1200,120,20,,,,,,,,,,,,,,,,,,,,,,,
520111201000G175539296200,10110102,,,,,¶Ö,,,,,45000,,,,,101103,,,,,¶Ö,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,
520111201201 G167542999900,26250107,,,,,¶Ö,,,,,3000,,,,,266612,262302,311101,266623,291203,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,800,300,1200,500,100,5,,,,,,,,,,,,,,,,,22,,,
520111201201G1520111G0243,1410110101,,,,,¶Ö,,,,,0.3,,,,,141101,141901,,,,¶Ö,Ç§¿Ë,,,,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,
520111201201G177533193X00,35211102,36413001,,,,Ì¨,Ì¨,,,,20,1,,,,352101,,,,,¶Ö,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
520111201202G121445246700,2664110102,2664110103,,,,¶Ö,¶Ö,,,,7681,12670,,,,,,,,,¶Ö,¶Ö,¶Ö,,,16923,1848,1440,,,5,,,,,,,,,,,,,,,,,22,,,
520111201202G172212988500,15304599,,,,,¶Ö,,,,,90,,,,,,,,,,¶Ö,¶Ö,,,,2.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,
520111201202G172214844500,2664200101,2664200102,2664202101,2664202102,,Ö§¨MÇ§¿Ë,Ö§¨MÇ§¿Ë,Ã×¨MÇ§¿Ë,Ã×¨MÇ§¿Ë,,25860000,14490000,13800000,3180000,,,,,,,¹«½ï,¹«½ï,¹«½ï,¹«½ï,¹«½ï,31180,31390,42327,285522,29880,1.89,,,,,,,,,,,,,,,,,14.01,,,
520111201203G121456246300,2614010111,,,,,¶Ö,,,,,150,,,,,461001,,,,,¶Ö,¶Ö,,,,190,500,,,,,,,,,,,,,,,,,,,,,,,,
520111201203G170950866100,31653399,,,,,Ç§¿Ë,,,,,225000,,,,,316907,316903,,,,¶Ö,¶Ö,,,,200,160,,,,5,,,,,,,,,,,,,,,,,22,,,
520111201204G121440028800,3621,3521382899,,,,¶Ö,Ì¨,,,,697,22,,,,324034,392201,,,,¶Ö,¶Ö,,,,1168,20,,,,,,,,,,,,,,,,,,,,,,,,
